data/circles/circles_sep_factor_0.4.csv,x,y,label
0,0.2119999830862314,0.9898865142621304,0.0
1,-0.5895426517927941,0.7788926235306682,0.0
2,-0.27774004814880654,0.6968487584585485,0.0
3,0.055409448874688544,1.05938061985205,0.0
4,-0.2979598880189748,0.7440689136063554,0.0
5,-0.9298140884536001,-0.0313034758579194,0.0
6,1.0438218092999354,0.43333445314188923,0.0
7,0.5856233202633924,0.9550517735173243,0.0
8,-0.7235176659943954,1.000832224112726,0.0
9,-0.3372527501756958,0.8481350026845523,0.0
10,-0.4325410509280746,0.7750602440386962,0.0
11,-0.8284152151415327,0.2282203733315148,0.0
12,0.6998936457361102,0.30662766740228736,0.0
13,0.1723886540614606,0.9254923254327018,0.0
14,0.6422297469873762,0.8513962269311036,0.0
15,-0.32015288042092593,0.9789467719269052,0.0
16,0.5810241877542548,0.03525118836563751,0.0
17,-0.5061758286798838,0.6274374269208413,0.0
18,-0.6339873398509557,0.6448584025406205,0.0
19,0.6601984904575916,0.5825473909385983,0.0
20,1.1565823354079867,0.0996090790582525,0.0
21,1.1592565501932142,0.1546492019192211,0.0
22,-0.663953611432581,0.46229919558669785,0.0
23,0.8192302246739441,0.19678309946475298,0.0
24,0.25844278757501093,1.047051962497513,0.0
25,-0.7506869625474275,0.5932418320724532,0.0
26,-1.0342614751357573,-0.10046312169420385,0.0
27,-0.2851009358485521,0.9356067179611901,0.0
28,0.6031143102513492,0.4477038376101282,0.0
29,-1.4147596052987153,0.34026733927296454,0.0
30,-0.6065426922360395,0.31591439388850995,0.0
31,0.7436275283984715,0.29417674665037863,0.0
32,-0.6414098410875511,0.04984047668147651,0.0
33,0.0076713988923915455,1.0661254508156202,0.0
34,0.9277254557061327,0.39378944009541067,0.0
35,1.0023560589295462,0.8825072563258216,0.0
36,-0.15094940847737048,0.7088392372030474,0.0
37,-0.850592356432994,0.5381244476173416,0.0
38,0.7562303525216891,0.3860358027365399,0.0
39,-0.8685836306930996,0.4046646004926918,0.0
40,0.7331372290988518,0.5366795778906598,0.0
41,1.0471596049210565,0.5295825664596084,0.0
42,0.7394090773800971,1.0793697204092503,0.0
43,0.724516618503049,0.4565875135927667,0.0
44,-0.2575226848490553,0.8191024184808563,0.0
45,-1.0073072709988806,0.9092067956606357,0.0
46,0.9470266533111232,0.13497676957964302,0.0
47,-0.806217065004521,0.2868177578067438,0.0
48,0.84188594026227,0.7590464400660519,0.0
49,0.9210844269657099,-0.025766975176060636,0.0
50,-0.7175009710963549,-0.15232485493632902,0.0
51,-0.8925944630997648,0.3983045420301982,0.0
52,0.8937405751826485,0.6554427828849638,0.0
53,0.8588800687123517,0.3644459296599267,0.0
54,-0.12297544625553278,0.6109442892327208,0.0
55,0.17573229893633235,0.9255589476365191,0.0
56,0.21409904991358508,0.8515998945225649,0.0
57,0.7591420840131142,-0.0629750704443951,0.0
58,0.6938946125700334,0.898674321445948,0.0
59,-1.022694714319687,0.5529389828792701,0.0
60,-0.7911356357058988,0.3070633948272733,0.0
61,0.3038621531020528,1.1622542263382614,0.0
62,-0.9152607213682575,0.34582366000816406,0.0
63,-0.568760021722815,0.26233370264911116,0.0
64,-0.6470070448131465,0.5465010707450135,0.0
65,-0.30924096634805903,0.7269464193848365,0.0
66,0.5217583347609372,0.8458477192315321,0.0
67,-0.9918792119778213,0.49608904075181115,0.0
68,0.4101185852033597,0.8551713758875683,0.0
69,0.1281610190464724,0.797654162025733,0.0
70,0.6418683233345797,0.4037304444728845,0.0
71,-0.723524502341713,0.3548391575103561,0.0
72,-0.691129850570432,0.19900380308264687,0.0
73,0.4952862351751931,1.0059515955043872,0.0
74,0.9258591993559093,-0.1891231591112583,0.0
75,-0.6559166625308892,0.6303887252121216,0.0
76,0.8249094736130836,0.6982835246892972,0.0
77,-0.2517725958808662,0.8569002569424915,0.0
