,data/circles/circles_sep_factor_0.7.csv,x,y,label,c1,c2
0,0,0.0234522060913703,1.1371425310102306,0.0,0.9877128865037402,0.9074020587102393
1,1,-0.0336465857426357,0.745100710385412,0.0,-4.917323861621636,0.9651544264787976
2,2,-0.5197870913244584,0.6547175264876023,0.0,-4.818748690182377,0.6539333944203766
3,3,0.8173568938132723,1.1271148434353062,0.0,0.4509458972063374,5.004239454072958
4,4,-0.85797728572529,0.7443189844681111,0.0,0.12859543930097794,0.9732948664040388
5,5,0.4154798045725464,0.6813758517507632,0.0,-5.057428974996847,0.2791170939079649
6,6,0.0358492483247555,1.268210406403682,0.0,0.7155005071071701,0.4643012860190463
7,7,0.3930511655057961,1.0005719300917182,0.0,0.6067966694160438,0.4497862173714825
8,8,1.179201126327046,0.6552134894333819,0.0,-5.043673158272377,0.787292038691927
9,9,0.8280879595852557,0.352649316744898,0.0,0.5335200610235217,4.916501510853212
10,10,-0.915786058142497,0.7193198569266375,0.0,-4.690272138710312,0.6085742872508344
11,11,0.7346508052390427,0.6756477954152282,0.0,-5.052165500465343,0.8770348190445525
12,12,0.9943454694304964,0.074217870963494,0.0,0.4872811731378064,0.16747734208686482
13,13,-0.3938993896291797,1.0481511765020597,0.0,-4.902911547092675,0.26371283231109244
14,14,0.8299341856819291,0.6403527667268523,0.0,-5.022911045302907,0.5049056008923898
15,15,-1.2171289520447406,0.045880723042523,0.0,0.5661718803269026,0.8759141923442864
16,16,0.7348119011541902,0.8587289535227547,0.0,-5.0170376051930985,0.2788679584657672
17,17,0.3615494812056726,0.9890109637816852,0.0,-4.98262499379643,0.32830434066448466
18,18,0.1554739906965392,1.0387299674711985,0.0,-5.054831717098716,0.8731425597366881
19,19,1.0156597920315067,0.0225029406580506,0.0,-5.006184740008586,0.07010550147019601
20,20,-1.0873944006201717,-0.6071848764487116,0.0,-5.002554530447258,0.9969818776513355
21,21,-0.90662718817036,0.3183915724020084,0.0,-4.951081658339094,0.3344484692902463
22,22,-0.1330025019179305,0.9213075554054704,0.0,0.6066257486349507,0.13188623020875656
23,23,0.6475891682534289,0.2577652450441534,0.0,-4.89896207231721,0.1896972988305522
24,24,0.9843696220022784,0.6548566325604964,0.0,-4.9321512968076515,0.03136346755445929
25,25,0.252162818117142,1.2510012435149849,0.0,0.6682929024822735,5.059448297664222
26,26,-0.7202922025208459,0.3143983756387656,0.0,0.03569507140352468,0.7196816887743431
27,27,1.0936594818187977,0.2209565512801274,0.0,-5.02471533542142,0.8236129313894508
28,28,-0.1233975373237011,1.066555654581278,0.0,-4.997694500730324,0.7925842189033551
29,29,-0.5970648577989679,0.6238237242276268,0.0,-4.9378839162961805,0.6878148777866655
30,30,-0.9889484826643056,0.4950311084545757,0.0,0.09546708582322627,4.968225248057528
31,31,-0.0473480845495048,1.15255056059897,0.0,-5.056722109670983,0.7430086305736796
32,32,0.4494411299437583,1.1057507071120334,0.0,0.858683595814007,0.9901639715414502
33,33,0.6121431750639462,0.575261949975843,0.0,-4.974465351936565,0.09938768488185035
34,34,0.4262337230785735,1.1710002314970622,0.0,0.8677939998794868,0.37837749842235713
35,35,-1.4544835644752911,0.4261937848094007,0.0,-4.943181021697872,0.15510553030275298
36,36,-0.6330948336626891,0.5296577114422067,0.0,-4.981653113731111,0.41939179031170204
37,37,-0.5327100164597296,0.6450455756089502,0.0,-5.017045889683927,0.5002247851627232
38,38,-0.8608423258227805,1.124737368604911,0.0,0.9150855516068725,0.9629589765648477
39,39,0.0823435183307009,1.1011919625712814,0.0,-5.026090275645727,0.20634924059791449
40,40,-1.0245447050122625,0.6336933504082075,0.0,-5.111696373348253,0.04887322458379484
41,41,-0.6245856572788231,0.5645354918167259,0.0,-4.953196064142316,0.35644295951706406
42,42,-0.3530156158956825,0.9783601058656596,0.0,0.9301459389897769,4.944263740723354
43,43,0.2991607421539538,0.7731566313961125,0.0,-4.954568607273264,0.8359904448511698
44,44,1.1075838615861668,0.4470376778655582,0.0,-5.0177271535468675,0.628934302660705
45,45,-1.209008293595466,0.2075274889910794,0.0,-4.869738599142029,0.5962682645399489
46,46,-0.1173582398570519,0.9827366592963024,0.0,0.27687211882645857,0.831284797854681
47,47,-0.9443828760595676,0.2371151654410485,0.0,0.12193736581974157,0.039115474329622923
48,48,0.2143186337632905,0.7433090757670875,0.0,-4.978545162481052,0.6329339230140066
49,49,0.8174287409226813,0.8534358666351347,0.0,-5.041621301104274,0.15795147126586273
