,data/circles/circles_sep_factor_0.8.csv,x,y,label,c1,c2
0,0,0.8155631281986628,0.2718914339305208,0.0,0.24262811040905707,0.19034273321974782
1,1,-0.2262716116256108,0.8826731105621227,0.0,-5.224688890605632,0.5900746942981638
2,2,-0.4982080222456146,0.4228862258328781,0.0,-4.907057066285153,0.1535858052662622
3,3,0.013929530374525,0.6905143172470145,0.0,0.7635955979495677,4.764808776646978
4,4,0.5924127650336368,0.9161522208095628,0.0,0.634099005670073,0.6282402370209517
5,5,0.1563138440269074,1.0408546368608396,0.0,-4.86051480090336,0.9616381351553447
6,6,0.1173338586793315,1.6011152946109215,0.0,0.6448914781767692,0.9500668260440125
7,7,-0.5674324834954966,1.081166595362617,0.0,0.9062382962297731,0.05199234365697869
8,8,-0.5150708551945132,1.3252682704618437,0.0,-5.051775436616229,0.6636780296330174
9,9,0.3942056663892494,0.8630878056953954,0.0,0.3854922207954614,5.161950211390995
10,10,0.0551228736754186,1.258856087345925,0.0,-5.018355692284939,0.4004490009599625
11,11,0.3522167300957749,0.7500078353264481,0.0,-4.9578612809305564,0.38596082976214807
12,12,0.9751998887097588,0.3149839520400926,0.0,0.03379391153504374,0.31481139864907826
13,13,0.4301324036871165,0.7362124054487255,0.0,-4.80495497316214,0.4127039205665891
14,14,-0.8674737831288298,1.0205528126237149,0.0,-4.879382832276991,0.5098402765531118
15,15,1.1952103070962394,0.5694148162362151,0.0,0.4753738639735806,0.5166740128501737
16,16,-0.2487888712120721,0.5721637281194287,0.0,-4.829125092148324,0.047284488619356746
17,17,0.2366965294112027,0.8654160803724628,0.0,-5.031696508081617,0.6163547287177337
18,18,-0.7873974005420334,0.7703849443802546,0.0,-5.081592834671074,0.12203043339334974
19,19,0.7421225753457867,0.8174264398376807,0.0,-5.1364228010291235,0.8919036089825005
20,20,0.6075695127778874,0.6831752160088058,0.0,-5.240174040019297,0.4878418137508934
21,21,-0.4634501773471637,0.8421824051897004,0.0,-5.041987551301914,0.2240581150608868
22,22,0.4777651417470293,1.068927703162884,0.0,0.8613521382633339,0.2532182448057164
23,23,-1.2204451245909376,0.057793689623202,0.0,-4.973870011473352,0.8853093953915169
24,24,-0.3717151796182848,0.6895284811285676,0.0,-5.006114139345876,0.6174398347300631
25,25,1.0760383470575856,-0.0419182745367464,0.0,0.04759197105575663,5.094445325759811
26,26,-1.1487094875348969,0.2834611859451748,0.0,0.7120355509089108,0.45471589555195924
27,27,0.4894281442564855,0.7224786829314335,0.0,-5.031417184834761,0.21937412324782024
28,28,0.8795658585848658,0.5058840311409782,0.0,-4.983885523416548,0.8147349177503919
29,29,-0.7951120441231445,0.7216069092979893,0.0,-4.973570578039004,0.8985276779742911
30,30,0.6738002728301056,0.6757057956161847,0.0,0.4985473342727984,4.979117364840911
31,31,0.5154779616326354,0.452627878558598,0.0,-4.952813633553089,0.41704867810946256
32,32,-0.9675090608141094,0.5413647572425261,0.0,0.34409141397322573,0.5614532864219567
33,33,0.3447066146314852,0.8277288620231447,0.0,-4.8790265253067835,0.7743403525503711
34,34,1.0529462823790636,0.3581264639331033,0.0,0.39170945178665517,0.03791385713393791
35,35,1.039752841114144,0.9788615249819452,0.0,-5.175254828561778,0.9196803331166215
36,36,-0.6355704449222207,0.6792492596478055,0.0,-5.009047651935571,0.41666170030105654
37,37,1.069852449466806,0.4725541632896248,0.0,-5.088188849214739,0.19553849644084786
38,38,0.3410987843725449,0.7593002435905712,0.0,0.5490026258101132,0.4095596748026419
39,39,-0.3283458944614917,1.1380708423938084,0.0,-5.154001793222351,0.05801605112902697
40,40,1.2318530673219226,0.2016558010308315,0.0,-4.916064239436518,0.7630784046627291
41,41,0.7527168797887177,-0.0235082453489695,0.0,-4.973930166001837,0.1486901229933968
42,42,0.9638327929561034,-0.1574709099299887,0.0,0.764290076754099,4.911853488407148
43,43,-0.1938741163470285,0.6897673189370728,0.0,-5.1400724510120135,0.7293759553309751
44,44,0.3538155357751047,1.15291313107556,0.0,-4.898018442676455,0.4912709094015487
45,45,-0.8914715402043921,0.5610509372216593,0.0,-5.065294389683021,0.07063131625459251
46,46,-0.3648686150186941,0.6051410787801955,0.0,0.16374283381230348,0.5270739707169095
47,47,0.3373625750694254,0.8794204051717579,0.0,0.7365089626028597,0.5204891871452476
48,48,0.8820283004701825,0.6758779136180555,0.0,-5.2011309698813735,0.8584194524002814
49,49,-0.7815068001629685,0.657932545848142,0.0,-4.773912043111254,0.2805115286124008
50,50,0.6213254102386042,0.8994122732581145,0.0,-5.078610908993607,0.2500743305004337
51,51,-0.5081609299319152,0.8309424294530018,0.0,0.1766178765747538,0.14606650667605703
52,52,-0.0466400115538901,1.0487312346902395,0.0,-4.7855427554198915,0.8821704361351389
53,53,-1.161568928837514,-0.0330272170863255,0.0,0.036760122767785175,0.8940086321945554
54,54,-0.9883630741153088,0.2128327734346874,0.0,-5.046844678910071,0.8741522081003876
55,55,-0.5617969618927312,0.8447213912275784,0.0,-4.990457604595061,0.14689605636302827
56,56,0.1083867043137549,0.5935392641480377,0.0,-4.95489162901358,0.38544402472879624
57,57,-0.9188685523518882,0.1923168820887461,0.0,-5.0711123263890325,0.9546931620834017
58,58,-1.0034951050369365,0.3853648115473024,0.0,-4.954002153936067,0.35028835373169076
59,59,0.8446451578290953,-0.0838805563816307,0.0,-4.829928064765359,0.6930201612590139
60,60,-0.1373665719474539,0.9122895896681984,0.0,-5.082275539390406,0.6180658244984495
61,61,0.948340081462974,0.1892352309880041,0.0,0.8573601329112465,0.8113282560444449
62,62,0.7383672239328757,0.5061310930371494,0.0,-5.01585502648979,0.1456142544012502
63,63,0.8887344585908249,0.5251777907021831,0.0,-5.118332995697454,0.4882608349523532
64,64,-0.0845071675562293,0.9958596958159688,0.0,-4.850918276282073,0.4843481983688446
65,65,0.7832921260053047,0.4023845198898359,0.0,0.62505396541214,0.9330928012347892
66,66,0.005090206652338,0.9364191662340836,0.0,0.5232888182324994,0.8526232405591319
67,67,-0.7078559367105692,0.8000922586422053,0.0,-5.168387088754109,0.1660647343640015
68,68,-0.2818531829493564,0.5147933800632605,0.0,-4.968611114410296,0.7167791083196166
69,69,-1.193037870203294,0.4125280268688963,0.0,-4.9629501605092825,0.7153398596147925
70,70,1.1121838911011772,0.7021120144512752,0.0,0.6715744105866255,5.000038556584566
71,71,0.4346718627192847,0.7284556509396533,0.0,0.4766411651881085,0.9306552014179821
72,72,0.7047066508213271,0.8251094803956951,0.0,0.601975181563831,0.11361664843442643
73,73,-0.4708267505733086,0.5305548108382445,0.0,0.8122104400678788,0.16306913000441836
74,74,0.8496949501797769,0.5747047058982215,0.0,0.5387678268359276,0.16429621892507984
75,75,0.9847656495369388,0.4111152452769892,0.0,-5.005136071119862,0.3395142617354695
76,76,0.0962257283592146,1.0388524843400029,0.0,-5.018624057129308,0.6729545216309348
77,77,1.326885462606155,0.2633792190745919,0.0,-5.025094231903493,0.4087509899400803
78,78,-0.3870902934960099,0.9087641953875794,0.0,0.3494767227537878,0.4057882727608215
79,79,-0.5571621798228192,0.7136978199238116,0.0,-5.0633540349663635,0.38283313412913333
80,80,0.9566735998829096,1.152327501308516,0.0,0.9526579729934148,0.4955783881016923
81,81,0.2463184180007842,0.9833251672337896,0.0,-4.814437931239222,0.7696906070258642
82,82,0.5508873984401306,1.1363196896165202,0.0,0.6249701052938648,0.19816984144797067
83,83,-0.3390597039482197,0.8659819386355246,0.0,0.3421783594771024,0.7636705836930802
84,84,1.0067269585642755,0.5409537300989498,0.0,-4.856863887510497,0.4644622155079273
85,85,0.53599605335808,0.7446485159213493,0.0,-5.0345139238969985,0.7842044312611285
86,86,-0.0764335634546114,1.2331090425664415,0.0,-5.089489935925991,0.7593241550547365
87,87,0.9315308672579874,0.5712474848259025,0.0,-4.8871599925483356,0.5513498165357024
88,88,-1.1557486390230776,0.261444784011531,0.0,0.7240948820106384,0.42744968517917536
89,89,-0.3895788937834992,0.990346704430238,0.0,0.3609708488097293,0.026662367853687696
90,90,0.7408364069360711,1.071730493391431,0.0,0.49168757979911315,0.6555061668723293
91,91,1.1874943633816015,0.540971702227261,0.0,-5.012868405936326,0.7303192576792136
92,92,0.6809408923517939,0.8190700964746859,0.0,0.4804470376303027,0.7400813139354457
93,93,-0.5740874072815763,0.3897722966796816,0.0,0.19579509494920044,0.5767228235174578
94,94,0.9451217710816592,0.5461702665992213,0.0,0.5985464006409305,0.4372221033673359
